title,year,country_1,country_2,country_3,language,duration,genre_1,genre_2,genre_3,production_company,director,description,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3,budget_USD,usa_gross_income,worlwide_gross_income,avg_user_rating,votes,reviews_from_users,metascore,reviews_from_critics,male_avg_rating,male_votes,female_avg_rating,female_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval
The Congress,2013,Israel, Germany, Poland,English,122,Animation, Drama, Sci-Fi,Bridgit Folman Film Gang,Ari Folman,"An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider.",Robin Wright,D,Harvey Keitel,D,Sami Gayle,D,8195560.8,137815.0,519438.0,6.5,16382,75.0,63.0,213.0,6.5,11267.0,6.5,2594.0,6.7,3.0,6.9,3133.0,6.5,7782.0,6.1,2554.0,9225,5763,1394,0.56,0
RED 2,2013,USA, France, Canada,"English, Russian, French, Persian, Korean",116,Action, Comedy, Crime,Summit Entertainment,Dean Parisot,Retired C.I.A. Agent Frank Moses (Bruce Willis) reunites his unlikely team of elite operatives for a global quest to track down a missing portable nuclear device.,Bruce Willis,A,John Malkovich,B,Mary-Louise Parker,D,84000000.0,53262560.0,148075565.0,6.6,151580,220.0,47.0,246.0,6.6,106731.0,7.0,18227.0,6.5,73.0,6.8,37032.0,6.5,63086.0,6.7,17579.0,92031,54888,4661,0.61,1
The House of Magic,2013,Belgium, UK, France,"English, French, German",85,Animation, Adventure, Comedy,nWave Pictures,"Jeremy Degruson, Ben Stassen","Thunder, an abandoned young cat seeking shelter from a storm, stumbles into the strangest house imaginable, owned by an old magician and inhabited by a dazzling array of automatons and gizmos.",Cinda Adams,D,George Babbit,D,Brianne Brozey,D,34000000.0,4091.0,64197205.0,6.3,5772,26.0,47.0,66.0,6.2,3199.0,6.5,1470.0,6.5,10.0,6.4,1273.0,6.2,2406.0,6.3,731.0,2841,2570,361,0.49,0
Under the Skin,2013,Switzerland, UK, USA,English,108,Drama, Horror, Sci-Fi,Film4,Jonathan Glazer,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",Scarlett Johansson,A,Jeremy McWilliams,D,Lynsey Taylor Mackay,D,13300000.0,2614251.0,5380251.0,6.3,116847,791.0,78.0,486.0,6.3,81193.0,6.0,13807.0,7.9,79.0,6.7,28744.0,6.1,48011.0,6.0,14490.0,61473,38405,16969,0.53,0
Filth,2013,UK, Germany, Sweden,"English, German, Scots",97,Comedy, Crime, Drama,Steel Mill Pictures,Jon S. Baird,"A corrupt, junkie cop with bipolar disorder attempts to manipulate his way through a promotion in order to win back his wife and daughter while also fighting his own inner demons.",James McAvoy,A,Jamie Bell,D,Eddie Marsan,D,5000000.0,34411.0,8373672.0,7.1,95558,154.0,56.0,268.0,7.0,65444.0,7.2,13274.0,7.0,36.0,7.3,29753.0,6.9,38228.0,6.6,7335.0,69260,22896,3402,0.72,1
Philomena,2013,UK, USA, France,English,98,Biography, Comedy, Drama,The Weinstein Company,Stephen Frears,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent.",Judi Dench,B,Steve Coogan,C,Sophie Kennedy Clark,D,12000000.0,37709979.0,100129872.0,7.6,90016,252.0,77.0,349.0,7.6,53298.0,7.7,21937.0,7.8,20.0,7.6,20406.0,7.6,36405.0,7.7,15171.0,78798,10174,1044,0.88,1
Only God Forgives,2013,Denmark, France, USA,"English, Thai",90,Action, Crime, Drama,Space Rocket Nation,Nicolas Winding Refn,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death.",Ryan Gosling,B,Kristin Scott Thomas,D,Vithaya Pansringarm,D,4800000.0,779188.0,10635126.0,5.7,102355,533.0,37.0,460.0,5.8,74229.0,5.4,10640.0,7.1,39.0,6.0,26863.0,5.7,45313.0,5.4,8989.0,40694,44167,17494,0.4,0
Mandela: Long Walk to Freedom,2013,UK, South Africa, France,"English, Afrikaans, Xhosa",141,Biography, Drama, History,Videovision Entertainment,Justin Chadwick,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,Idris Elba,A,Naomie Harris,D,Tony Kgoroge,D,35000000.0,8323085.0,27333835.0,7.1,25425,114.0,60.0,217.0,7.1,17151.0,7.3,3884.0,7.4,9.0,7.3,5729.0,7.0,10529.0,7.0,3571.0,19225,5475,725,0.76,1
The Mortal Instruments: City of Bones,2013,USA, Germany, Canada,English,130,Action, Fantasy, Horror,Screen Gems,Harald Zwart,"When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.",Lily Collins,D,Jamie Campbell Bower,D,Kevin Zegers,D,60000000.0,31165421.0,95396573.0,5.9,123376,485.0,33.0,215.0,5.5,50422.0,6.5,46405.0,6.9,129.0,6.1,41595.0,5.6,38835.0,5.8,9036.0,59673,49925,13778,0.48,0
The Zero Theorem,2013,UK, Romania, France,English,107,Comedy, Drama, Fantasy,Voltage Pictures,Terry Gilliam,"A hugely talented but socially isolated computer operator is tasked by Management to prove the Zero Theorem: that the universe ends as nothing, rendering life meaningless. But meaning is what he already craves.",Christoph Waltz,B,Gwendoline Christie,B,Rupert Friend,D,8500000.0,257706.0,828850.0,6.1,42975,155.0,50.0,251.0,6.1,31933.0,6.2,4506.0,5.7,8.0,6.3,8622.0,6.0,20819.0,5.9,5988.0,19600,19174,4201,0.46,0
47 Ronin,2013,USA, UK, Japan,"English, Japanese",128,Action, Drama, Fantasy,Bluegrass Films,Carl Rinsch,A band of samurai set out to avenge the death and dishonor of their master at the hands of a ruthless shogun.,Keanu Reeves,A,Hiroyuki Sanada,D,Ko Shibasaki,D,175000000.0,38362475.0,151783839.0,6.2,139105,354.0,28.0,225.0,6.2,100115.0,6.5,15315.0,5.3,45.0,6.3,33150.0,6.2,62006.0,6.4,13568.0,70189,59788,9128,0.5,0
The Expendables 3,2014,USA, France, Bulgaria,"English, Romanian, Spanish",126,Action, Adventure, Thriller,Lionsgate,Patrick Hughes,"Barney augments his team with new blood for a personal battle: to take down Conrad Stonebanks, the Expendables co-founder and notorious arms trader who is hell bent on wiping out Barney and every single one of his associates.",Sylvester Stallone,A,Jason Statham,A,Harrison Ford,A,90000000.0,39322544.0,214657577.0,6.1,159787,385.0,35.0,338.0,6.1,116268.0,6.4,11210.0,6.0,116.0,6.2,43741.0,6.0,61308.0,6.2,13419.0,71900,76375,11512,0.45,0
My Old Lady,2014,UK, France, USA,English,107,Comedy, Drama, Romance,Katsize Films,Israel Horovitz,An American inherits an apartment in Paris that comes with an unexpected resident.,Kevin Kline,A,Michel Burstin,D,Elie Wajeman,D,5000000.0,4013786.0,10606667.0,6.3,8205,65.0,52.0,117.0,6.3,4288.0,6.5,2451.0,7.0,2.0,6.4,983.0,6.2,2766.0,6.5,2731.0,4235,3571,399,0.52,0
The Theory of Everything,2014,UK, Japan, USA,"English, French",123,Biography, Drama, Romance,Working Title Films,James Marsh,A look at the relationship between the famous physicist,Eddie Redmayne,B,Felicity Jones,B,Tom Prior,D,15000000.0,35893537.0,123726688.0,7.7,370337,463.0,72.0,430.0,7.6,203279.0,7.9,79460.0,7.8,406.0,7.8,122708.0,7.6,116303.0,7.6,24815.0,326696,40091,3550,0.88,1
A Most Wanted Man,2014,UK, USA, Germany,"English, Turkish",122,Crime, Drama, Thriller,Lionsgate,Anton Corbijn,"A Chechen Muslim illegally immigrates to Hamburg, where he gets caught in the international war on terror.",Grigoriy Dobrygin,D,Philip Seymour Hoffman,D,Homayoun Ershadi,D,15000000.0,17237855.0,36233517.0,6.8,68926,188.0,73.0,302.0,6.8,50612.0,6.7,7334.0,6.1,8.0,6.8,12508.0,6.7,31756.0,6.9,11322.0,43891,22399,2636,0.64,1
Jauja,2014,Argentina, Denmark, France,"Spanish, Danish, French",109,Drama, Fantasy, Western,4L,Lisandro Alonso,A father and daughter journey from Denmark to an unknown desert that exists in a realm beyond the confines of civilization.,Viggo Mortensen,A,Ghita Nørby,D,Viilbjørk Malling Agger,D,45000.0,60231.0,1253774.0,6.4,3549,18.0,77.0,105.0,6.4,2641.0,6.1,402.0,7.3,3.0,6.9,807.0,6.2,1502.0,5.9,657.0,1842,1283,424,0.52,0
Non-Stop,2014,UK, France, USA,"English, German",106,Action, Mystery, Thriller,StudioCanal,Jaume Collet-Serra,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",Liam Neeson,A,Julianne Moore,B,Scoot McNairy,D,50000000.0,92168600.0,222809600.0,7.0,238611,428.0,56.0,376.0,6.9,166851.0,7.0,25238.0,7.1,147.0,7.1,68265.0,6.8,90260.0,6.8,20528.0,172718,61709,4184,0.72,1
Transcendence,2014,UK, China, USA,English,119,Drama, Sci-Fi, Thriller,Alcon Entertainment,Wally Pfister,"A scientist's drive for artificial intelligence, takes on dangerous implications when his consciousness is uploaded into one such program.",Johnny Depp,A,Rebecca Hall,D,Paul Bettany,A,100000000.0,23022309.0,103039258.0,6.3,207640,528.0,42.0,373.0,6.2,140042.0,6.3,28947.0,6.3,82.0,6.4,56132.0,6.2,84561.0,6.1,18699.0,103662,91346,12632,0.5,0
Transformers: Age of Extinction,2014,USA, China, Hong Kong,English,165,Action, Adventure, Sci-Fi,Paramount Pictures,Michael Bay,"When humanity allies with a bounty hunter in pursuit of Optimus Prime, the Autobots turn to a mechanic and his family for help.",Mark Wahlberg,A,Stanley Tucci,B,Kelsey Grammer,D,210000000.0,245439076.0,1104054072.0,5.6,287664,991.0,32.0,399.0,5.6,198944.0,6.0,26247.0,5.1,301.0,5.7,81950.0,5.6,104271.0,5.7,18925.0,114718,128377,44569,0.4,0
Fury,2014,USA, China, UK,"English, German",134,Action, Drama, War,Columbia Pictures,David Ayer,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",Brad Pitt,A,Shia LaBeouf,A,Logan Lerman,C,68000000.0,85817906.0,211817906.0,7.6,392318,837.0,64.0,427.0,7.5,269472.0,7.5,34267.0,8.0,280.0,7.7,114206.0,7.4,135093.0,7.4,30850.0,331073,52985,8260,0.84,1
Escobar: Paradise Lost,2014,France, Spain, Belgium,"English, Spanish",120,Crime, Drama, History,Chapter 2,Andrea Di Stefano,"In Colombia, a young surfer meets the woman of his dreams - and then meets her uncle, Pablo Escobar.",Benicio Del Toro,D,Josh Hutcherson,C,Brady Corbet,D,17000000.0,195792.0,4966363.0,6.5,19860,48.0,56.0,112.0,6.5,13859.0,6.6,2216.0,7.2,4.0,6.7,3569.0,6.5,9000.0,6.5,2690.0,11380,7704,776,0.57,0
3 Days to Kill,2014,USA, France, Serbia,"English, French, German, Serbian",117,Action, Drama, Thriller,Relativity Media,McG,A dying CIA agent trying to reconnect with his estranged daughter is offered an experimental drug that could save his life in exchange for one last assignment.,Kevin Costner,A,Amber Heard,B,Hailee Steinfeld,B,28000000.0,30697999.0,52597999.0,6.2,83022,240.0,40.0,220.0,6.2,60108.0,6.3,8617.0,6.3,27.0,6.4,16790.0,6.1,35682.0,6.3,12329.0,39019,38989,5014,0.47,0
Mr. Turner,2014,UK, France, Germany,English,150,Biography, Drama, History,Amusement Park Films,Mike Leigh,"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life.",Timothy Spall,D,Paul Jesson,D,Dorothy Atkinson,D,10332000.0,3958500.0,22179785.0,6.8,23092,184.0,94.0,269.0,6.9,15438.0,6.5,3803.0,5.2,6.0,6.9,4788.0,6.7,8580.0,6.9,5325.0,14284,7434,1374,0.62,1
Død snø 2,2014,Norway, Iceland, USA,"Norwegian, English, German",100,Action, Comedy, Horror,Tappeluft Pictures,Tommy Wirkola,"Still on the run from a group of Nazi zombies, a man seeks the aid of a group of American zombie enthusiasts, and discovers new techniques for fighting the zombies.",Vegar Hoel,D,Ørjan Gamst,D,Martin Starr,D,35000000.0,37473.0,1187477.0,6.9,21042,63.0,59.0,140.0,6.9,15891.0,6.8,1829.0,6.9,14.0,7.0,4791.0,6.9,9629.0,6.8,2660.0,14179,5912,951,0.67,1
Fehér isten,2014,Hungary, Germany, Sweden,"Hungarian, English",121,Drama, Fantasy, Horror,Proton Cinema,Kornél Mundruczó,"Thirteen-year-old Lili fights to protect her dog Hagen. She is devastated when her father eventually sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to find her dog and save him.",Zsófia Psotta,D,Sándor Zsótér,D,Lili Horváth,D,2170000.0,282358.0,581904.0,6.9,14079,64.0,80.0,203.0,6.8,9397.0,7.2,2376.0,6.8,8.0,7.1,3439.0,6.8,5944.0,6.9,2000.0,9335,3896,848,0.66,1
Dawn of the Planet of the Apes,2014,USA, UK, Canada,"English, American Sign Language",130,Action, Adventure, Drama,Chernin Entertainment,Matt Reeves,A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier.,Andy Serkis,A,Jason Clarke,C,Gary Oldman,C,170000000.0,208545589.0,710644566.0,7.6,396005,665.0,79.0,549.0,7.6,275868.0,7.5,35291.0,7.8,349.0,7.7,111388.0,7.5,144932.0,7.4,31055.0,331767,57132,7106,0.84,1
Veronica Mars,2014,USA, UK, France,English,107,Crime, Drama, Mystery,Warner Bros. Digital Distribution,Rob Thomas,"Years after walking away from her past as a young private eye, Veronica Mars gets pulled back to her hometown, just in time for her high school reunion, in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.",Kristen Bell,A,Jason Dohring,D,Enrico Colantoni,D,6000000.0,3322127.0,3485127.0,6.8,48362,145.0,62.0,184.0,6.4,24924.0,7.4,15492.0,6.2,6.0,7.1,11767.0,6.6,21193.0,6.4,5867.0,31305,14576,2481,0.65,1
Lucy,2014,France, Germany, USA,"English, Mandarin, French, Italian, German, Spanish, Korean",89,Action, Sci-Fi, Thriller,EuropaCorp,Luc Besson,"A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.",Scarlett Johansson,A,Morgan Freeman,A,Min-sik Choi,D,40000000.0,126663600.0,458863600.0,6.4,412079,1069.0,61.0,428.0,6.3,259411.0,6.4,63738.0,6.8,375.0,6.4,114509.0,6.3,149197.0,6.6,35792.0,214710,166307,31062,0.52,0
Seventh Son,2014,USA, UK, Canada,English,102,Action, Adventure, Fantasy,Beijing Skywheel Entertainment Co.,Sergei Bodrov,"When Mother Malkin, the queen of evil witches, escapes the pit she was imprisoned in by professional monster hunter Spook decades ago and kills his apprentice, he recruits young Tom, the seventh son of the seventh son, to help him.",Jeff Bridges,A,Ben Barnes,D,Julianne Moore,B,95000000.0,17223265.0,114178613.0,5.5,67674,176.0,30.0,185.0,5.4,44315.0,5.6,10654.0,5.3,28.0,5.4,16370.0,5.4,27924.0,5.7,7544.0,18668,40408,8598,0.28,0
The Nut Job,2014,Canada, South Korea, USA,"English, Dutch",85,Animation, Adventure, Comedy,Endgame Entertainment,Peter Lepeniotis,"An incorrigibly self-serving exiled squirrel finds himself helping his former park brethren survive by raiding a nut store, a location that also happens to be a front for a human gang's bank robbery.",Will Arnett,B,Brendan Fraser,B,Liam Neeson,A,42000000.0,64251541.0,120885527.0,5.7,25104,81.0,37.0,123.0,5.7,15359.0,5.9,4637.0,4.7,58.0,5.8,7136.0,5.7,9158.0,5.7,2376.0,8791,13607,2706,0.35,0
Serena,2014,Czech Republic, France, USA,English,109,Drama, History, Romance,2929 Productions,Susanne Bier,"In Depression-era North Carolina, the future of George Pemberton's timber empire becomes complicated when he marries Serena.",Bradley Cooper,A,Jennifer Lawrence,A,Rhys Ifans,D,30000000.0,176391.0,5075622.0,5.4,25107,90.0,36.0,141.0,5.4,11773.0,5.5,8139.0,6.0,13.0,5.5,6586.0,5.3,9207.0,5.5,3012.0,7034,14833,3240,0.28,0
Interstellar,2014,USA, UK, Canada,English,169,Adventure, Drama, Sci-Fi,Paramount Pictures,Christopher Nolan,A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,Ellen Burstyn,D,Matthew McConaughey,A,Mackenzie Foy,D,165000000.0,188020017.0,677471339.0,8.6,1348155,3571.0,74.0,612.0,8.6,808395.0,8.4,156647.0,8.9,1940.0,8.8,402024.0,8.5,394616.0,8.0,79417.0,1239159,84879,24117,0.92,1
Before I Go to Sleep,2014,UK, USA, France,English,92,Drama, Horror, Mystery,Scott Free Productions,Rowan Joffe,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her.",Nicole Kidman,A,Colin Firth,A,Mark Strong,C,22000000.0,3242457.0,15447154.0,6.3,66384,150.0,41.0,163.0,6.2,36803.0,6.6,17087.0,6.9,20.0,6.6,15459.0,6.2,27569.0,6.2,8044.0,33653,30360,2371,0.51,0
The Giver,2014,South Africa, Canada, USA,English,97,Drama, Romance, Sci-Fi,Tonik Productions,Phillip Noyce,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",Jeff Bridges,A,Meryl Streep,A,Brenton Thwaites,D,25000000.0,45090374.0,66980456.0,6.5,106930,331.0,47.0,205.0,6.4,59483.0,6.7,25729.0,6.5,99.0,6.7,30415.0,6.3,38646.0,6.3,10851.0,60658,41214,5058,0.57,0
Dracula Untold,2014,USA, UK, Ireland,"English, Turkish",92,Action, Drama, Fantasy,Universal Pictures,Gary Shore,"As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.",Luke Evans,B,Sarah Gadon,D,Dominic Cooper,B,70000000.0,56280355.0,217124280.0,6.3,167956,499.0,40.0,276.0,6.2,107127.0,6.7,27375.0,6.3,62.0,6.3,47733.0,6.1,64050.0,6.4,13586.0,85165,66142,16649,0.51,0
Song of the Sea,2014,Ireland, Denmark, Belgium,"English, Irish",93,Animation, Adventure, Drama,Backup Media,Tomm Moore,"Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",David Rawle,D,Brendan Gleeson,D,Lisa Hannigan,D,5830000.000000001,857522.0,4190884.0,8.1,45646,112.0,85.0,159.0,8.0,25951.0,8.4,9721.0,8.0,63.0,8.2,13947.0,8.0,16895.0,7.9,3072.0,41307,3691,648,0.9,1
X-Men: Days of Future Past,2014,USA, UK, Canada,"English, Vietnamese, French",132,Action, Adventure, Sci-Fi,Twentieth Century Fox,Bryan Singer,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,Hugh Jackman,A,James McAvoy,A,Michael Fassbender,A,200000000.0,233921534.0,746045700.0,8.0,632508,804.0,75.0,560.0,7.9,405064.0,8.1,77689.0,8.2,680.0,8.1,192348.0,7.8,212106.0,7.7,39088.0,570406,54824,7278,0.9,1
Exodus: Gods and Kings,2014,UK, Spain, USA,English,150,Action, Drama, Fantasy,Chernin Entertainment,Ridley Scott,"The defiant leader Moses rises up against Egyptian Pharaoh Ramses II, setting six hundred thousand slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",Christian Bale,A,Joel Edgerton,C,John Turturro,D,140000000.0,65014513.0,268175631.0,6.0,153085,727.0,52.0,326.0,6.0,105835.0,6.1,18096.0,5.8,57.0,6.1,40176.0,6.0,61377.0,6.0,14414.0,62829,74991,15265,0.41,0
The Lego Movie,2014,USA, Denmark, Australia,"English, Turkish",100,Animation, Action, Adventure,Warner Bros.,"Phil Lord, Christopher Miller","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",Will Arnett,B,Elizabeth Banks,B,Craig Berry,D,60000000.0,257760692.0,468060692.0,7.8,309830,541.0,83.0,460.0,7.8,198640.0,7.6,41048.0,8.0,517.0,7.9,98176.0,7.6,104783.0,7.4,19587.0,263998,38790,7042,0.85,1
Pompeii,2014,Canada, Germany, USA,English,105,Action, Adventure, Drama,TriStar Pictures,Paul W.S. Anderson,"A slave-turned-gladiator finds himself in a race against time to save his true love, who has been betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts, he must fight to save his beloved as Pompeii crumbles around him.",Kit Harington,D,Carrie-Anne Moss,D,Emily Browning,D,100000000.0,23219748.0,117831631.0,5.5,102069,363.0,39.0,282.0,5.5,66195.0,5.8,17733.0,5.0,47.0,5.7,27044.0,5.4,41009.0,5.6,11020.0,32600,56267,13202,0.32,0
